Workrequest_ID,Title,Property_ID,Destination,Contractor,Date,Status,Priority,Description,Workreport_ID
w199,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,11/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep197
w200,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,12/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep198
w201,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,13/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep199
w202,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,14/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep200
w203,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,15/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep201
w204,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,16/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep202
w205,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,17/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep203
w206,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,18/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep204
w207,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,19/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep205
w208,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,20/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep206
w209,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,21/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep207
w210,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,22/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep208
w211,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,23/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep209
w212,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,24/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep210
w213,Kæla niður snjóhús og stoppa í glufur,FN5,Greenland - Nuuk,nei,25/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep211
w214,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,15/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep212
w215,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,16/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep213
w216,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,17/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep214
w217,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,18/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep215
w218,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,19/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep216
w219,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,20/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep217
w220,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,21/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep218
w221,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,22/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep219
w222,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,23/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep220
w223,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,24/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep221
w224,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,25/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep222
w225,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,26/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep223
w226,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,27/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep224
w227,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,28/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep225
w228,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,29/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep226
w229,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,30/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep227
w230,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,31/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep228
w231,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,01/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep229
w232,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,02/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep230
w233,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,03/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep231
w234,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,04/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep232
w235,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,05/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep233
w236,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,06/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep234
w237,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,07/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep235
w238,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,08/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep236
w239,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,09/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep237
w240,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,10/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep238
w241,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,11/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep239
w242,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,12/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep240
w243,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,13/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep241
w244,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,14/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep242
w245,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,15/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep243
w246,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,16/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep244
w247,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,17/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep245
w248,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,18/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep246
w249,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,19/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep247
w250,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,20/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep248
w251,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,21/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep249
w252,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,22/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep250
w253,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,23/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep251
w254,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,24/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep252
w255,Kæla niður snjóhús og stoppa í glufur,FN6,Greenland - Nuuk,nei,25/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep253
w256,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,15/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep254
w257,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,16/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep255
w258,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,17/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep256
w259,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,18/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep257
w260,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,19/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep258
w261,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,20/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep259
w262,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,21/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep260
w263,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,22/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep261
w264,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,23/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep262
w265,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,24/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep263
w266,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,25/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep264
w267,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,26/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep265
w268,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,27/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep266
w269,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,28/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep267
w270,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,29/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep268
w271,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,30/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep269
w272,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,31/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep270
w273,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,01/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep271
w274,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,02/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep272
w275,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,03/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep273
w276,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,04/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep274
w277,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,05/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep275
w278,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,06/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep276
w279,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,07/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep277
w280,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,08/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep278
w281,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,09/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep279
w282,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,10/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep280
w283,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,11/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep281
w284,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,12/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep282
w285,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,13/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep283
w286,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,14/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep284
w287,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,15/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep285
w288,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,16/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep286
w289,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,17/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep287
w290,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,18/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep288
w291,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,19/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep289
w292,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,20/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep290
w293,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,21/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep291
w294,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,22/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep292
w295,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,23/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep293
w296,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,24/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep294
w297,Kæla niður snjóhús og stoppa í glufur,FN7,Greenland - Nuuk,nei,25/08/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep295
w298,Kæla niður snjóhús og stoppa í glufur,FN8,Greenland - Nuuk,nei,15/07/2021,completed,Emergency,Rétt yfir há sumartímann þarf að ditta að iGlú-ville húsunum (öllum). Aðalega þarf að bæta við snjó og passa að það sé ekki komin göt á veggi osfrv.,wrep296
